Word,Length,Freq_HAL,Log_Freq_HAL,SUBTLWF,LgSUBTLWF
pingpong,8,26,3.26,NULL,NULL
pinhead,7,840,6.73,0.84,1.64
pinholes,8,56,4.03,0.1,0.78
pinioned,8,35,3.56,NULL,NULL
pink,4,13066,9.48,28.47,3.16
pinkie,6,66,4.19,1.67,1.93
pinking,7,16,2.77,0.2,1.04
pinks,5,199,5.29,0.27,1.18
pinnacle,8,6683,8.81,0.43,1.36
pinnacles,9,112,4.72,0.04,0.48
pinned,6,1391,7.24,4.53,2.37
pinning,7,560,6.33,0.84,1.64
pinnings,8,3,1.1,NULL,NULL
pinochle,8,65,4.17,0.53,1.45
pinpoint,8,851,6.75,1.8,1.97
pinpointing,11,53,3.97,0.08,0.7
pinpoints,9,57,4.04,0.16,0.95
pinprick,8,16,2.77,0.16,0.95
pins,4,7569,8.93,4.49,2.36
pinscher,8,92,4.52,0.02,0.3
pinstripe,9,80,4.38,0.2,1.04
pint,4,1470,7.29,3.27,2.23
Pinta,5,88,4.48,0.2,1.04
pinto,5,873,6.77,0.84,1.64
pinup,5,102,4.62,0.55,1.46
pinwheel,8,51,3.93,0.14,0.9
pioneer,7,4620,8.44,2.08,2.03
pioneered,9,665,6.5,0.22,1.08
pioneering,10,706,6.56,0.22,1.08
pioneers,8,999,6.91,1.16,1.78
pioneer's,9,101,4.62,NULL,NULL
pious,5,690,6.54,0.94,1.69
piously,7,34,3.53,NULL,NULL
pip,3,844,6.74,2.57,2.12
pipe,4,12205,9.41,19.39,3
piped,5,525,6.26,0.25,1.15
pipedream,9,34,3.53,NULL,NULL
pipedreams,10,17,2.83,NULL,NULL
pipeline,8,4156,8.33,2.24,2.06
pipelines,9,561,6.33,0.25,1.15
piper,5,2255,7.72,30.47,3.19
pipers,6,329,5.8,0.08,0.7
pipes,5,5055,8.53,7.41,2.58
pipette,7,30,3.4,0.02,0.3
piping,6,1084,6.99,0.71,1.57
pipsqueak,9,40,3.69,0.43,1.36
piquancy,8,9,2.2,0.04,0.48
piquant,7,34,3.53,0.2,1.04
pique,5,218,5.38,0.25,1.15
piracy,6,1955,7.58,0.8,1.62
piranha,7,654,6.48,1.18,1.79
pirate,6,6292,8.75,7.35,2.58
pirates,7,3396,8.13,6.71,2.54
pirouette,9,51,3.93,0.29,1.2
Pisces,6,614,6.42,0.41,1.34
pish,4,48,3.87,0.22,1.08
piss,4,6979,8.85,23.59,3.08
pistachio,9,110,4.7,1.51,1.89
pistil,6,19,2.94,0.1,0.78
pistol,6,4683,8.45,10.06,2.71
pistols,7,1613,7.39,1.88,1.99
piston,6,1113,7.01,1.18,1.79
pistons,7,783,6.66,0.92,1.68
pit,3,15282,9.63,13.22,2.83
pitch,5,8752,9.08,15.53,2.9
pitched,7,1652,7.41,2.04,2.02
pitcher,7,1571,7.36,3.24,2.22
pitchers,8,916,6.82,0.59,1.49
pitches,7,1058,6.96,1.1,1.76
pitchfork,9,144,4.97,0.69,1.56
pitching,8,1347,7.21,3.76,2.29
piteous,7,28,3.33,0.16,0.95
pitfall,7,848,6.74,0.02,0.3
pitfalls,8,1031,6.94,0.27,1.18
pith,4,113,4.73,0.2,1.04
pithy,5,362,5.89,0.39,1.32
pitiable,8,61,4.11,0.14,0.9
pitied,6,97,4.57,0.67,1.54
pitiful,7,1505,7.32,3.84,2.29
pitiless,8,37,3.61,0.12,0.85
pitilessly,10,11,2.4,0.04,0.48
pits,4,2072,7.64,3.14,2.21
pittance,8,241,5.48,0.25,1.15
Pittsburgh,10,10047,9.22,NULL,NULL
Pittsburghers,13,10,2.3,NULL,NULL
pituitary,9,246,5.51,0.63,1.52
pity,4,4908,8.5,23.51,3.08
pityingly,9,2,0.69,NULL,NULL
pivot,5,1065,6.97,0.45,1.38
pivotal,7,518,6.25,0.86,1.65
pivoting,8,150,5.01,0.02,0.3
pixels,6,6023,8.7,0.2,1.04
pixie,5,1255,7.13,0.82,1.63
pixies,6,2173,7.68,0.39,1.32
pixilated,9,27,3.3,0.29,1.2
Pizarro,7,79,4.37,NULL,NULL
pizza,5,5507,8.61,33.51,3.23
pizzeria,8,87,4.47,0.41,1.34
pizzicato,9,88,4.48,0.12,0.85
placard,7,114,4.74,0.12,0.85
placate,7,222,5.4,0.37,1.3
placating,9,25,3.22,0.08,0.7
place,5,195199,12.18,602.67,4.49
placebo,7,1114,7.02,0.73,1.58
placed,6,27615,10.23,12.22,2.8
placeless,9,3,1.1,NULL,NULL
placement,9,10692,9.28,1.92,2
placenta,8,3830,8.25,0.47,1.4
places,6,47580,10.77,53.06,3.43
placid,6,420,6.04,0.57,1.48
placing,7,9529,9.16,2.88,2.17
plagiarism,10,473,6.16,0.35,1.28
plagiarist,10,56,4.03,0.02,0.3
plagiarize,10,93,4.53,0.04,0.48
plague,6,4699,8.46,8.31,2.63
plagued,7,893,6.79,1.86,1.98
plaid,5,777,6.66,1.61,1.92
plaids,6,42,3.74,0.18,1
plain,5,23526,10.07,21.82,3.05
plainclothes,12,64,4.16,0.55,1.46
plainest,8,20,3,0.04,0.48
plainly,7,1777,7.48,1.86,1.98
plains,6,4149,8.33,2.06,2.03
plainspoken,11,6,1.79,NULL,NULL
plaintiff,9,1655,7.41,3.67,2.27
plaintiffs,10,1613,7.39,0.76,1.6
plaintiff's,11,267,5.59,NULL,NULL
plaintive,9,127,4.84,0.12,0.85
plan,4,63172,11.05,145.73,3.87
planar,6,2438,7.8,NULL,NULL
plane,5,18677,9.84,95.53,3.69
planed,6,194,5.27,0.14,0.9
peering,7,474,6.16,0.33,1.26
peerless,8,165,5.11,0.35,1.28
peers,5,2695,7.9,1.69,1.94
peeve,5,847,6.74,0.18,1
peevish,7,54,3.99,0.16,0.95
peg,3,1350,7.21,36.41,3.27
pegboard,8,34,3.53,0.02,0.3
pegboards,9,6,1.79,NULL,NULL
pegged,6,416,6.03,3.57,2.26
pegging,7,51,3.93,0.02,0.3
pegs,4,577,6.36,0.27,1.18
pejorative,10,292,5.68,0.08,0.7
Peking,6,447,6.1,1.14,1.77
pelican,7,1136,7.04,1.75,1.95
pellet,6,544,6.3,1.31,1.83
pellets,7,1129,7.03,0.67,1.54
pelt,4,387,5.96,0.94,1.69
pelting,7,57,4.04,0.18,1
pelts,5,105,4.65,0.43,1.36
pelvic,6,541,6.29,1.53,1.9
pelvis,6,1039,6.95,2.02,2.02
pen,3,7902,8.97,24.73,3.1
penal,5,1244,7.13,1.29,1.83
penalization,12,3,1.1,NULL,NULL
penalize,8,421,6.04,0.24,1.11
penalized,9,791,6.67,0.43,1.36
penalties,9,3584,8.18,0.92,1.68
penalty,7,9391,9.15,9.1,2.67
penance,7,344,5.84,1.43,1.87
pence,5,472,6.16,0.65,1.53
penchant,8,583,6.37,0.53,1.45
pencil,6,3021,8.01,9.86,2.7
penciled,8,114,4.74,0.14,0.9
pencils,7,741,6.61,2.84,2.16
pendant,7,536,6.28,0.9,1.67
pendent,7,46,3.83,0.04,0.48
pending,7,6663,8.8,3.41,2.24
pendulous,9,89,4.49,0.06,0.6
pendulum,8,685,6.53,0.53,1.45
penetrable,10,11,2.4,NULL,NULL
penetrate,9,1864,7.53,2.86,2.17
penetrated,10,835,6.73,1.43,1.87
penetrating,11,967,6.87,1.16,1.78
penetration,11,2314,7.75,1.41,1.86
penguin,7,2222,7.71,2.88,2.17
penicillin,10,349,5.86,2.45,2.1
peninsula,9,3232,8.08,1.37,1.85
peninsular,10,62,4.13,NULL,NULL
penis,5,11136,9.32,13.41,2.84
penitence,9,27,3.3,0.06,0.6
penitent,8,78,4.36,0.53,1.45
penitentiary,12,169,5.13,2.82,2.16
penknife,8,21,3.04,0.16,0.95
penmanship,10,37,3.61,0.55,1.46
pennant,7,287,5.66,0.75,1.59
pennants,8,107,4.67,0.22,1.08
penned,6,465,6.14,0.49,1.42
pennies,7,1362,7.22,3.41,2.24
penniless,9,180,5.19,1.24,1.81
Pennsylvania,12,11217,9.33,4.69,2.38
penny,5,5204,8.56,24.29,3.09
Penny's,7,115,4.74,NULL,NULL
pennyweight,11,7,1.95,0.04,0.48
pens,4,1814,7.5,2.53,2.11
Pensacola,9,498,6.21,NULL,NULL
pension,7,2171,7.68,4.84,2.39
pensioner,9,55,4.01,NULL,NULL
pensions,8,773,6.65,0.49,1.42
pensive,7,117,4.76,0.37,1.3
pentagon,8,2011,7.61,5.84,2.48
Pentagon's,10,96,4.56,NULL,NULL
pentagram,9,925,6.83,0.96,1.7
pentameter,10,29,3.37,0.25,1.15
pentathlon,10,32,3.47,0.06,0.6
Pentecost,9,173,5.15,0.04,0.48
Pentecostal,11,144,4.97,0.2,1.04
penthouse,9,1038,6.95,4.53,2.37
penultimate,11,335,5.81,0.2,1.04
penurious,9,5,1.61,0.02,0.3
peon,4,207,5.33,0.22,1.08
peonies,7,59,4.08,0.1,0.78
peony,5,39,3.66,0.04,0.48
people,6,768168,13.55,1102.98,4.75
peopled,7,58,4.06,0.1,0.78
peoples,7,11495,9.35,2.63,2.13
people's,8,18811,9.84,NULL,NULL
pep,3,864,6.76,3.49,2.25
pepper,6,5324,8.58,8.8,2.65
peppercorn,10,24,3.18,0.12,0.85
peppered,8,150,5.01,0.16,0.95
peppermint,10,282,5.64,1.39,1.86
peppermints,11,15,2.71,0.2,1.04
pepperoni,9,232,5.45,2.57,2.12
peppery,7,27,3.3,0.02,0.3
peptic,6,59,4.08,0.02,0.3
peptide,7,585,6.37,0.43,1.36
peptides,8,274,5.61,0.27,1.18
per,3,119422,11.69,22.37,3.06
perceive,8,3388,8.13,1.45,1.88
perceived,9,4894,8.5,1.47,1.88
perceives,9,667,6.5,0.18,1
perceiving,10,406,6.01,0.18,1
percent,7,25919,10.16,25.75,3.12
percentage,10,13238,9.49,3.76,2.29
percentages,11,1665,7.42,0.39,1.32
percentile,10,486,6.19,0.65,1.53
perceptible,11,228,5.43,0.08,0.7
perception,10,7178,8.88,3.53,2.26
perceptions,11,2400,7.78,0.49,1.42
perceptive,10,578,6.36,1.98,2.01
perch,5,769,6.65,0.98,1.71
perchance,9,353,5.87,0.76,1.6
perceptual,10,804,6.69,0.08,0.7
perched,7,508,6.23,0.59,1.49
percolate,9,52,3.95,0.16,0.95
percolation,11,34,3.53,NULL,NULL
percolator,10,21,3.04,0.08,0.7
percussion,10,2164,7.68,0.57,1.48
percussionist,13,206,5.33,0.18,1
percussive,10,211,5.35,0.06,0.6
peremptory,10,19,2.94,0.14,0.9
perennial,9,675,6.51,0.29,1.2
perfect,7,41810,10.64,158.65,3.91
perfectability,14,1,0,NULL,NULL
perfected,9,832,6.72,1.31,1.83
perfectibility,14,0,0,NULL,NULL
perfecting,10,242,5.49,0.57,1.48
perfection,10,2782,7.93,5.39,2.44
perfectionism,13,58,4.06,0.08,0.7
perfumes,8,191,5.25,0.57,1.48
perfunctorily,13,8,2.08,NULL,NULL
perishable,10,132,4.88,0.25,1.15
perfectionist,13,264,5.58,0.78,1.61
perfectionists,14,46,3.83,0.1,0.78
perfectly,9,21653,9.98,43.25,3.34
perfidy,7,59,4.08,0.1,0.78
perforate,9,23,3.14,0.18,1
perforated,10,265,5.58,0.47,1.4
perforation,11,105,4.65,0.16,0.95
perforations,12,141,4.95,0.1,0.78
perforce,8,102,4.62,0.06,0.6
perform,7,24590,10.11,16.1,2.91
performance,11,73651,11.21,21.82,3.05
performances,12,5061,8.53,1.27,1.82
performed,9,21262,9.96,7.31,2.57
performer,9,3836,8.25,2.41,2.09
performers,10,3083,8.03,1.22,1.8
performing,10,9704,9.18,6.37,2.51
performs,8,4616,8.44,0.8,1.62
perfume,7,1151,7.05,11.43,2.77
perfumed,8,121,4.8,0.67,1.54
perfumery,9,9,2.2,0.04,0.48
perfunctory,11,111,4.71,0.18,1
perfusion,9,57,4.04,0.02,0.3
perhaps,7,109435,11.6,136.06,3.84
peridontal,10,7,1.95,NULL,NULL
peril,5,1048,6.95,1.92,2
perilous,8,314,5.75,0.78,1.61
perilously,10,111,4.71,NULL,NULL
perils,6,603,6.4,0.33,1.26
perimeter,9,938,6.84,9.04,2.66
period,6,53751,10.89,27.78,3.15
periodic,8,4909,8.5,0.41,1.34
periodical,10,942,6.85,0.18,1
periodically,12,5095,8.54,0.57,1.48
periodicals,11,2212,7.7,0.24,1.11
periodicity,11,93,4.53,NULL,NULL
periods,7,8213,9.01,1.98,2.01
peripheral,10,3038,8.02,0.96,1.7
periphery,9,451,6.11,0.31,1.23
periscope,9,231,5.44,1.37,1.85
periscopes,10,14,2.64,0.04,0.48
perish,6,1128,7.03,2.59,2.12
perished,8,377,5.93,1,1.72
perishes,8,46,3.83,0.08,0.7
perishing,9,39,3.66,0.18,1
periwinkle,10,85,4.44,0.18,1
periwinkles,11,9,2.2,0.02,0.3
perjure,7,30,3.4,0.16,0.95
perjury,7,513,6.24,2.25,2.06
perk,4,310,5.74,1.41,1.86
perky,5,353,5.87,1.67,1.93
perm,4,8527,9.05,1,1.72
permafrost,10,48,3.87,0.02,0.3
permanence,10,246,5.51,0.22,1.08
permanent,9,30755,10.33,12.14,2.79
permanently,11,4276,8.36,4.8,2.39
permeability,12,188,5.24,0.02,0.3
permeable,9,110,4.7,0.06,0.6
permeate,8,162,5.09,0.08,0.7
permeated,9,235,5.46,0.12,0.85
permeates,9,314,5.75,0.1,0.78
permeation,10,32,3.47,NULL,NULL
permission,10,25434,10.14,31.12,3.2
permissibility,14,40,3.69,NULL,NULL
permissible,11,1154,7.05,0.45,1.38
permissive,10,224,5.41,0.1,0.78
permit,6,8543,9.05,12.1,2.79
permits,7,5209,8.56,2.78,2.16
permitted,9,6594,8.79,4.35,2.35
permitting,10,1454,7.28,0.51,1.43
permutation,11,348,5.85,0.06,0.6
permute,7,41,3.71,0.12,0.85
pernicious,10,350,5.86,0.27,1.18
peroxide,8,594,6.39,1.08,1.75
perpendicular,13,1273,7.15,0.2,1.04
perpendicularly,15,22,3.09,NULL,NULL
perpetrate,10,165,5.11,0.08,0.7
perpetrated,11,1237,7.12,0.63,1.52
perpetration,12,41,3.71,0.02,0.3
perpetrator,11,798,6.68,1.69,1.94
perpetual,9,1916,7.56,1.55,1.9
perpetually,11,587,6.38,0.25,1.15
perpetuate,10,933,6.84,0.37,1.3
perpetuated,11,426,6.05,0.1,0.78
perpetuating,12,561,6.33,0.18,1
perpetuation,12,178,5.18,0.04,0.48
perplex,7,31,3.43,0.04,0.48
perplexed,9,524,6.26,0.33,1.26
perplexing,10,218,5.38,0.25,1.15
perplexity,10,33,3.5,NULL,NULL
perquisite,10,8,2.08,NULL,NULL
persecute,9,464,6.14,0.61,1.51
persecuted,10,1342,7.2,1.14,1.77
persecution,11,2689,7.9,1.18,1.79
persecutor,10,52,3.95,0.08,0.7
persecutory,11,7,1.95,0.02,0.3
perseverance,12,315,5.75,0.73,1.58
persevere,9,328,5.79,0.37,1.3
perseveres,10,12,2.48,0.06,0.6
Persia,6,752,6.62,0.57,1.48
Persian,7,2772,7.93,2.14,2.04
Persians,8,426,6.05,0.33,1.26
persimmon,9,83,4.42,0.08,0.7
persimmons,10,26,3.26,0.08,0.7
persist,7,1573,7.36,1.2,1.79
persisted,9,643,6.47,0.27,1.18
persistence,11,1574,7.36,0.82,1.63
persistent,10,2736,7.91,2.59,2.12
persistently,12,326,5.79,0.2,1.04
persisting,10,168,5.12,0.02,0.3
persists,8,1193,7.08,0.29,1.2
persnickety,11,31,3.43,0.06,0.6
person,6,167439,12.03,212.88,4.04
persona,7,2742,7.92,1.49,1.89
personable,10,300,5.7,0.24,1.11
personage,9,148,5,0.22,1.08
personages,10,142,4.96,0.16,0.95
personal,8,108044,11.59,91.67,3.67
personalities,13,3848,8.26,2.96,2.18
personality,11,12265,9.41,15.9,2.91
personalized,12,1735,7.46,0.37,1.3
personally,10,45117,10.72,36.67,3.27
personified,11,178,5.18,0.37,1.3
personifies,11,63,4.14,0.04,0.48
personalization,15,88,4.48,NULL,NULL
personalize,11,505,6.22,0.29,1.2
personification,15,149,5,0.25,1.15
personify,9,57,4.04,0.12,0.85
personifying,12,48,3.87,NULL,NULL
personnel,9,18978,9.85,16.37,2.92
persons,7,22283,10.01,7.73,2.6
person's,8,9107,9.12,NULL,NULL
perspective,11,14529,9.58,8.22,2.62
perspectives,12,2531,7.84,0.2,1.04
perspiration,12,294,5.68,0.53,1.45
perspire,8,42,3.74,0.22,1.08
perspired,9,7,1.95,0.04,0.48
perspiring,10,39,3.66,0.25,1.15
persuade,8,2463,7.81,6.39,2.51
persuaded,9,1455,7.28,2.69,2.14
persuaders,10,82,4.41,0.04,0.48
persuading,10,326,5.79,0.53,1.45
persuasion,10,1617,7.39,1.96,2
persuasions,11,247,5.51,0.1,0.78
persuasive,10,952,6.86,2.18,2.05
persuasively,12,120,4.79,0.02,0.3
pert,4,334,5.81,0.49,1.42
pertain,7,897,6.8,0.27,1.18
pertained,9,141,4.95,0.02,0.3
pertaining,10,3978,8.29,0.8,1.62
pertains,8,924,6.83,0.41,1.34
pertinence,10,33,3.5,0.02,0.3
pertinent,9,3735,8.23,1.18,1.79
perturb,7,43,3.76,0.04,0.48
perturbation,12,171,5.14,0.04,0.48
perturbations,13,211,5.35,NULL,NULL
perturbed,9,262,5.57,0.39,1.32
Peru,4,4781,8.47,2.88,2.17
perusal,7,465,6.14,0.1,0.78
peruse,6,631,6.45,0.35,1.28
perusing,8,390,5.97,0.14,0.9
Peruvian,8,1302,7.17,0.69,1.56
pervade,7,87,4.47,0.02,0.3
pervaded,8,108,4.68,0.02,0.3
pervades,8,228,5.43,0.08,0.7
pervading,9,90,4.5,NULL,NULL
pervasion,9,3,1.1,NULL,NULL
pervasive,9,896,6.8,0.31,1.23
pervasively,11,37,3.61,NULL,NULL
perverse,8,1116,7.02,1.29,1.83
perversely,10,94,4.54,0.08,0.7
perversion,10,749,6.62,0.78,1.61
perversity,10,139,4.93,0.12,0.85
pervert,7,1300,7.17,6.9,2.55
perverted,9,1306,7.17,1.76,1.96
pesky,5,1120,7.02,1.02,1.72
peso,4,2329,7.75,0.25,1.15
pessimism,9,250,5.52,0.29,1.2
pessimist,9,426,6.05,0.51,1.43
pessimistic,11,742,6.61,0.59,1.49
pessimists,10,96,4.56,0.04,0.48
pest,4,1075,6.98,2.86,2.17
pester,6,239,5.48,0.53,1.45
pestering,9,351,5.86,0.84,1.64
pesticide,9,775,6.65,0.35,1.28
pesticides,10,1073,6.98,0.57,1.48
pestilence,10,2209,7.7,0.59,1.49
pestilent,9,11,2.4,0.02,0.3
pestilential,12,15,2.71,0.06,0.6
pestle,6,69,4.23,0.61,1.51
pests,5,627,6.44,0.33,1.26
pet,3,14817,9.6,20.18,3.01
petal,5,195,5.27,0.88,1.66
petals,6,548,6.31,1.51,1.89
Pete,4,13906,9.54,38.31,3.29
Peter,5,66538,11.11,90.12,3.66
petered,7,91,4.51,0.1,0.78
Peter's,7,1139,7.04,NULL,NULL
Pete's,6,678,6.52,NULL,NULL
petit,5,865,6.76,0.98,1.71
petite,6,1041,6.95,1.06,1.74
petition,8,10168,9.23,4.22,2.33
petitioned,10,256,5.55,0.29,1.2
petitioner,10,266,5.58,0.47,1.4
petitioner's,12,41,3.71,NULL,NULL
petitions,9,807,6.69,0.39,1.32
petrified,9,286,5.66,1.73,1.95
petrify,7,26,3.26,0.04,0.48
petrol,6,890,6.79,1.57,1.91
petroleum,9,3273,8.09,1.25,1.81
pets,4,4867,8.49,5.69,2.46
petted,6,343,5.84,0.24,1.11
petticoat,9,95,4.55,0.78,1.61
pettiness,9,94,4.54,0.16,0.95
pettinesses,11,0,0,NULL,NULL
petting,7,462,6.14,1.43,1.87
petty,5,4357,8.38,8.59,2.64
petulance,9,36,3.58,0.1,0.78
petulant,8,143,4.96,0.31,1.23
petunia,7,57,4.04,2.08,2.03
pew,3,276,5.62,1.04,1.73
pews,4,116,4.75,0.14,0.9
pewter,6,358,5.88,0.35,1.28
peyote,6,386,5.96,0.76,1.6
phagocyte,9,5,1.61,NULL,NULL
phalanges,9,5,1.61,0.33,1.26
phalanx,7,2263,7.72,0.14,0.9
phallic,7,362,5.89,0.29,1.2
phallus,7,365,5.9,0.1,0.78
phantasmagoric,14,10,2.3,NULL,NULL
phantasmic,10,4,1.39,NULL,NULL
phantom,7,8107,9,4.08,2.32
Pharaoh,7,477,6.17,2.2,2.05
pharisee,8,166,5.11,NULL,NULL
pharmaceutical,14,2480,7.82,2.04,2.02
pharmacist,10,758,6.63,1.53,1.9
pharmacological,15,305,5.72,0.04,0.48
pharmacology,12,1253,7.13,0.1,0.78
pharmacy,8,2097,7.65,3.43,2.25
pharyngitis,11,13,2.56,NULL,NULL
pharynx,7,17,2.83,NULL,NULL
phase,5,16742,9.73,12.33,2.8
phases,6,2942,7.99,0.59,1.49
pheasant,8,291,5.67,0.8,1.62
pheasants,9,136,4.91,0.27,1.18
phenol,6,222,5.4,0.1,0.78
phenomena,9,5280,8.57,1.57,1.91
phenomenal,10,1256,7.14,2.31,2.08
phenomenological,16,133,4.89,0.04,0.48
phenomenon,10,6786,8.82,4.59,2.37
phew,4,466,6.14,2.1,2.03
phi,3,3082,8.03,0.9,1.67
parasols,8,21,3.04,0.06,0.6
paratrooper,11,70,4.25,0.31,1.23
paratroopers,12,147,4.99,0.67,1.54
parasympathetic,15,26,3.26,NULL,NULL
paratroops,10,39,3.66,0.18,1
parcel,6,1196,7.09,1.39,1.86
parceled,8,25,3.22,0.06,0.6
parcels,7,394,5.98,0.78,1.61
parch,5,7,1.95,0.04,0.48
parched,7,96,4.56,1.14,1.77
parchment,9,310,5.74,0.76,1.6
pardon,6,4885,8.49,64.65,3.52
pardonable,10,14,2.64,0.06,0.6
pardoned,8,232,5.45,0.8,1.62
pardoner,8,4,1.39,0.06,0.6
pardons,7,224,5.41,0.63,1.52
pare,4,729,6.59,0.12,0.85
parent,6,14797,9.6,13.14,2.83
parentage,9,308,5.73,0.16,0.95
parental,8,2201,7.7,2.06,2.03
parentheses,11,1623,7.39,0.08,0.7
parenthesis,11,988,6.9,0.06,0.6
parenthetical,13,189,5.24,NULL,NULL
parenthetically,15,93,4.53,0.04,0.48
parenthood,10,1174,7.07,0.78,1.61
parents,7,45055,10.72,140.73,3.86
parent's,8,1367,7.22,NULL,NULL
pariah,6,232,5.45,0.39,1.32
parings,7,14,2.64,NULL,NULL
Paris,5,14626,9.59,69.24,3.55
parish,6,1358,7.21,3.02,2.19
parishes,8,242,5.49,0.06,0.6
parishioner,11,49,3.89,0.16,0.95
parishioners,12,250,5.52,0.51,1.43
Parisian,8,183,5.21,0.76,1.6
parity,6,7010,8.86,0.1,0.78
park,4,46460,10.75,72.12,3.57
parka,5,244,5.5,0.61,1.51
parked,6,2098,7.65,10.45,2.73
parkhouse,9,9,2.2,NULL,NULL
parking,7,8998,9.1,27.04,3.14
Parkinson,9,483,6.18,0.75,1.59
Parkinson's,11,304,5.72,NULL,NULL
parkland,8,307,5.73,0.1,0.78
parklike,8,0,0,NULL,NULL
parks,5,6714,8.81,3.73,2.28
parkway,7,3937,8.28,1.04,1.73
parlance,8,424,6.05,0.29,1.2
parlayed,8,56,4.03,0.14,0.9
parley,6,54,3.99,0.41,1.34
parliament,10,8424,9.04,2.24,2.06
parliamentarian,15,141,4.95,NULL,NULL
parliamentarians,16,231,5.44,NULL,NULL
parliamentary,13,2268,7.73,0.24,1.11
parliaments,11,264,5.58,0.08,0.7
parlor,6,683,6.53,5.94,2.48
parlors,7,247,5.51,0.53,1.45
Parmesan,8,369,5.91,1.12,1.76
parochial,9,481,6.18,0.33,1.26
parodied,8,130,4.87,NULL,NULL
parodies,8,589,6.38,0.04,0.48
parody,6,3751,8.23,0.71,1.57
parochialism,12,41,3.71,NULL,NULL
parole,6,1236,7.12,10.45,2.73
parolees,8,35,3.56,0.12,0.85
paroxysm,8,20,3,0.04,0.48
parried,7,127,4.84,0.04,0.48
parrot,6,1771,7.48,3.27,2.23
parroting,9,152,5.02,0.02,0.3
parrotlike,10,0,0,NULL,NULL
parrots,7,700,6.55,0.53,1.45
parry,5,1855,7.53,1.51,1.89
pars,4,203,5.31,0.04,0.48
parse,5,2158,7.68,0.12,0.85
parsimonious,12,76,4.33,0.02,0.3
parsimony,9,135,4.91,NULL,NULL
parsley,7,784,6.66,0.84,1.64
parsnip,7,45,3.81,0.08,0.7
parson,6,279,5.63,1.53,1.9
parsonage,9,17,2.83,0.1,0.78
parsons,7,2713,7.91,1.8,1.97
part,4,249067,12.43,261.51,4.13
partake,7,601,6.4,0.96,1.7
partaker,8,15,2.71,0.02,0.3
partakes,8,48,3.87,0.02,0.3
partaking,9,170,5.14,0.08,0.7
parted,6,1330,7.19,1.9,1.99
Parthenon,9,68,4.22,0.35,1.28
partial,7,39776,10.59,4.84,2.39
partiality,10,74,4.3,0.08,0.7
partially,9,6752,8.82,2.14,2.04
participant,11,2412,7.79,0.59,1.49
participants,12,12724,9.45,0.73,1.58
participate,11,18155,9.81,4.39,2.35
participated,12,3676,8.21,1.39,1.86
participates,12,925,6.83,0.18,1
participating,13,7172,8.88,1.41,1.86
participation,13,9693,9.18,1.98,2.01
participial,11,14,2.64,NULL,NULL
participle,10,134,4.9,0.06,0.6
particle,8,5898,8.68,1.78,1.96
particles,9,5743,8.66,3.02,2.19
particulars,11,1260,7.14,1.08,1.75
particular,10,74278,11.22,27.9,3.15
particularistic,15,3,1.1,NULL,NULL
particularity,13,61,4.11,NULL,NULL
particularly,12,40140,10.6,18.55,2.98
particulate,11,284,5.65,0.1,0.78
parties,7,21017,9.95,23.18,3.07
parting,7,1004,6.91,2.27,2.07
partings,8,9,2.2,0.12,0.85
partisan,8,1467,7.29,0.18,1
partisans,9,460,6.13,0.16,0.95
partisanship,12,214,5.37,NULL,NULL
partition,9,21415,9.97,0.49,1.42
partitions,10,6588,8.79,0.16,0.95
partly,6,6486,8.78,3.43,2.25
partner,7,17565,9.77,75.22,3.58
partnered,9,156,5.05,0.45,1.38
partners,8,10358,9.25,24.16,3.09
partnership,11,4208,8.34,5.29,2.43
partook,7,44,3.78,0.08,0.7
partridge,9,619,6.43,3.39,2.24
parts,5,66285,11.1,29.43,3.18
party,5,68745,11.14,233.14,4.08
party's,7,1606,7.38,NULL,NULL
pa's,4,192,5.26,NULL,NULL
Pasadena,8,2340,7.76,1.35,1.85
Pasadena's,10,1,0,NULL,NULL
Pascal,6,14581,9.59,1.08,1.75
pass,4,48574,10.79,108.12,3.74
passable,8,434,6.07,0.27,1.18
passage,7,8939,9.1,7.65,2.59
passages,8,2861,7.96,1.78,1.96
passageway,10,243,5.49,1.18,1.79
passbook,8,42,3.74,0.22,1.08
passe,5,895,6.8,0.27,1.18
passed,6,30331,10.32,51.59,3.42
passenger,9,4247,8.35,10.76,2.74
passengers,10,3465,8.15,12.29,2.8
passerby,8,104,4.64,0.16,0.95
passes,6,9970,9.21,12.61,2.81
passing,7,15708,9.66,25.98,3.12
passion,7,6347,8.76,19.76,3
passionate,10,2319,7.75,6,2.49
passionately,12,748,6.62,1.41,1.86
passionflower,13,22,3.09,0.02,0.3
passionless,11,20,3,0.06,0.6
passions,8,912,6.82,1.76,1.96
passive,7,4596,8.43,2.18,2.05
passively,9,451,6.11,0.12,0.85
passiveness,11,17,2.83,NULL,NULL
passivity,9,287,5.66,0.06,0.6
passkey,7,14,2.64,0.57,1.48
Passover,8,783,6.66,0.94,1.69
passport,8,4237,8.35,10.47,2.73
password,8,20193,9.91,7.98,2.61
past,4,89390,11.4,123.76,3.8
pasta,5,2037,7.62,4.24,2.34
paste,5,6656,8.8,1.71,1.94
pasteboard,10,46,3.83,0.04,0.48
pasted,6,991,6.9,0.41,1.34
pastel,6,364,5.9,0.27,1.18
pastels,7,178,5.18,0.35,1.28
pastes,6,113,4.73,0.02,0.3
